CONTAINER,CASES,QTY,SKUs,FFW,OCEAN/TL,40/45/53,PL,CARRIER,Live,SCHEDULED DATE,SCHEDULED TIME,ARRIVAL DATE,ARRIVAL TIME,TEAM SIZE,UNLOAD DATE,BLDG,UNLOAD START,UNLOAD FINISH,UNLOAD MINS,Unload for avs,Cases Per Person  Per Minute,RESTACK START,RESTACK FINISH,D2S START,D2S FINISH,DAMAGED PRODUCT,TOTAL PALLETS,DAMAGED PALLETS
Air,60,900,24,SBA Global,Transload,53' Trailer,No,SBA Global,,2/7/2020,1:00PM,2/7/2020,1:00PM,1,2/7/2020,,,,0,,,,,,,2,,0
TCLU1479745,198,4382,3,SBA Global,Transload,53' Trailer,Yes,SBA Global,,2/7/2020,10:00AM,2/7/2020,9:30AM,2,2/7/2020,,,,0,,,,,,,0,,0
CSLU6252527,13,512,2,SBA Global,Transload,53' Trailer,No,SBA Global,,2/7/2020,10:00AM,2/7/2020,9:30AM,2,2/7/2020,,,,0,,,,,,,0,,0
TEMU5504801,250,6000,2,SBA Global,Transload,53' Trailer,No,SBA Global,,2/10/2020,3:00PM,2/10/2020,3:30PM,2,2/10/2020,,,,0,,,,,,,0,,0
CMAU6531056,2256,31860,14,Mainfreight,Ocean,40' HQ Container,No,Overland,,2/11/2020,8:00AM,2/11/2020,8:00AM,3,2/11/2020,,,,0,,,,,,,0,,0
TGBU2084264,579,13617,5,SBA Global,Transload,53' Trailer,Yes,SBA Global,,2/11/2020,9:00AM,2/11/2020,8:00AM,3,2/11/2020,,,,0,,,,,,,0,,0
TLLU4877416,1678,30804,10,SBA Global,Ocean,40' HQ Container,No,SBA Global,,2/13/2020,11:00AM,2/13/2020,11:00AM,4,2/13/2020,,,,0,,,,,,,0,,0
OOCU8108559,1562,28085,37,SBA Global,Transload,53' Trailer,Yes,SBA Global,,2/13/2020,9:00AM,2/13/2020,7:30AM,4,2/13/2020,,,,0,,,,,,,5,,0
OOLU8335121,2311,34665,5,SBA Global,Ocean,40' HQ Container,No,SBA Global,,2/13/2020,7:00AM,2/13/2020,7:00AM,4,2/13/2020,,,,0,,,,,,,0,,0
APZU4387670,1196,14300,8,SBA Global,Transload,53' Trailer,No,SBA Global,,2/14/2020,7:00AM,2/14/2020,7:00AM,3,2/14/2020,,,,0,,,,,,,0,,0
OOCU8126681,1469,24402,14,SBA Global,Transload,53' Trailer,Yes,SBA Global,,2/14/2020,7:00AM,2/14/2020,7:00AM,3,2/14/2020,,,,0,,,,,,,1,,0
TRLU7434259,2054,30558,13,Mainfreight,Ocean,40' HQ Container,No,Overland,,2/17/2020,7:00AM,2/17/2020,7:00AM,4,2/17/2020,,,,0,,,,,,,0,,0
BEAU4028940,2187,33594,16,Mainfreight,Ocean,40' HQ Container,No,Overland,,2/18/2020,7:00AM,2/18/2020,7:00AM,4,2/18/2020,,,,0,,,,,,,0,,0
YMLU8902638,1939,29970,29,SBA Global,Transload,53' Trailer,No,SBA Global,,3/2/2020,7:00AM,3/2/2020,7:00AM,5,3/2/2020,,,,0,,,,,,,0,,0
OOLU9590590,938,26133,14,SBA Global,Transload,53' Trailer,No,SBA Global,,3/12/2020,12:00PM,3/12/2020,11:45AM,4,3/12/2020,,,,0,,,,,,,0,,0
OOCU7791938,1050,25900,6,SBA Global,Transload,53' Trailer,Yes,SBA Global,,3/12/2020,7:00AM,3/12/2020,7:00AM,4,3/12/2020,,,,0,,,,,,,1,,0
OOLU8372850,2172,32261,9,SBA Global,Ocean,40' HQ Container,No,SBA Global,,3/18/2020,8:00AM,3/18/2020,8:00AM,5,3/18/2020,,,,0,,,,,,,0,,0
OOCU7360308,2022,31263,10,SBA Global,Ocean,40' HQ Container,No,SBA Global,,3/19/2020,7:00AM,3/19/2020,7:00AM,5,3/19/2020,,,,0,,,,,,,0,,0
OOCU7508329,1287,29664,7,SBA Global,Ocean,40' HQ Container,No,SBA Global,,3/25/2020,7:00AM,3/25/2020,7:00AM,5,3/25/2020,,,,0,,,,,,,0,,0
OOCU5017497,1449,23979,5,SBA Global,Transload,53' Trailer,No,SBA Global,,3/25/2020,9:00AM,3/25/2020,9:00AM,5,3/25/2020,,,,0,,,,,,,0,,0
SEGU5051247,2282,33990,10,SBA Global,Mix,40HQ,No,Overland,,1/4/2021,8:00 AM,1/4/2021,8:50 AM,N/A,1/4/2021,,9:00 AM,9:50 AM,50,50,,,,,,5,,1
YMLU5151786,1939,16450,2,SBA Global,Transload,40HQ,No,SBA Global,,1/4/2021,11:00 AM,1/4/2021,2:45 PM,N/A,1/4/2021,A,3:15 PM,3:55 PM,40,40,,,,,,0,17,0
OOCU7361053,1293,32511,23,SBA Global,Ocean,40HQ,Yes,Overland,,1/4/2021,8:00 AM,1/4/2021,8:00AM,N/A,1/4/2021,B,8:25 AM,9:50 AM,85,85,,N/A,N/A,,,0,0,0
CSNU7268401,1686,35521,16,SBA Global,Transload,40HQ,Yes,SBA Global,,1/4/2021,3:00 PM,1/4/2021,N/A,N/A,1/4/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,0,20,0
CCLU4750345,1634,19608,3,SBA Global,Transload,40HQ,No,SBA Global,,1/5/2021,9:00 AM,1/5/2021,9:00 AM,N/A,1/5/2021,B,9:15 AM,9:45 AM,30,30,,N/A,N/A,N/A,N/A,1,21,0
OOLU8933606,405,5460,3,SBA Global,Transload,40HQ,No,SBA Global,,1/5/2021,9:00 AM,1/5/2021,9:00 AM,N/A,1/5/2021,A,9:15 AM,9:45 AM,30,30,,N/A,N/A,N/A,N/A,0,21,0
YMLU8777325,2337,35055,13,SBA Global,Ocean,40HQ,No,SBA Global,,1/5/2021,4:00 PM,1/4/2021,,N/A,1/5/2021,A,10:00 AM,11:50 AM,110,110,,N/A,N/A,N/A,N/A,0,0,0
TGHU9874088,2276,34140,1,Mainfreight,Ocean,40HQ,No,Mainfreight,,1/5/2021,10:00 AM,1/5/2021,10:00 AM,N/A,1/5/2021,B,2:00 PM,4:00 PM,120,120,,N/A,N/A,N/A,N/A,0,0,0
SEGU5003450,1885,30604,7,SBA Global,Ocean,40HQ,No,Overland,,1/5/2021,4:00 PM,1/5/2021,4:00 PM,N/A,1/6/2021,B,8:25 AM,10:10 AM,105,105,,N/A,N/A,N/A,N/A,0,0,0
HASU4476542,2292,35875,3,Mainfreight,Ocean,40HQ,No,Overland,No,1/5/2021,4:00 PM,1/5/2021,4:00 PM,N/A,1/6/2021,B,8:15 AM,9:35 AM,80,80,,N/A,N/A,N/A,N/A,0,0,0
TCNU3063590,2200,33000,6,SBA Global,Ocean,40HQ,No,SBA Global,No,1/5/2021,4:00 PM,1/5/2021,4:00 PM,N/A,1/6/2021,A,12:45 PM,2:15 PM,90,90,,N/A,N/A,N/A,N/A,0,0,0
YMMU4104799,2078,19605,4,SBA Global,Transload,40HQ,No,SBA Global,No,1/5/2021,4:00 PM,1/5/2021,4:00 PM,N/A,1/6/2021,A,11:30 AM,11:45 AM,15,15,,N/A,N/A,N/A,N/A,0,26,0
OOLU8696736,2500,34803,4,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/6/2021,10:00 AM,1/6/2021,10:00 AM,N/A,1/6/2021,B,10:15 AM,10:30 AM,15,15,,N/A,N/A,N/A,N/A,0,26,0
CSNU6277271,1678,29061,10,SBA Global,Ocean,40HQ,No,SBA Global,No,1/6/2021,4:00 PM,1/6/2021,4:00 PM,N/A,1/7/2021,A,8:25 AM,9:40 AM,75,75,,N/A,N/A,N/A,N/A,0,0,0
FCIU9992329,2133,33759,4,SBA Global,Ocean,40HQ,No,Overland,No,1/7/2021,12:30 PM,1/7/2021,12:30 PM,N/A,1/7/2021,B,2:00 PM,3:05 PM,65,65,,N/A,N/A,N/A,N/A,0,0,0
CSNU7503136,425,34000,1,SBA Global,Ocean,40HQ,Yes,Overland,No,1/7/2021,3:00 PM,1/7/2021,3:00 PM,N/A,1/8/2021,B,12:55 PM,1:50 PM,55,55,,N/A,N/A,N/A,N/A,0,0,0
TTNU1130265,954,14100,7,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/8/2021,8:00 AM,1/8/2021,8:00 AM,N/A,1/8/2021,B,8:15 AM,8:40 AM,25,25,,N/A,N/A,N/A,N/A,0,30,0
CCLU7394269,1597,26780,9,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/8/2021,8:00 AM,1/8/2021,8:00 AM,N/A,1/8/2021,B,8:15 AM,8:40 AM,25,25,,N/A,N/A,N/A,N/A,0,30,0
CSLU6236296,2004,31710,18,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/8/2021,8:00 AM,1/8/2021,8:00 AM,N/A,1/8/2021,A,8:15 AM,10:15 AM,120,120,,N/A,N/A,N/A,N/A,0,20,0
TEMU5584875,1030,11479,11,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/8/2021,8:00 AM,1/8/2021,8:00 AM,N/A,1/8/2021,A,8:15 AM,10:15 AM,120,120,,N/A,N/A,N/A,N/A,0,N/A,0
OOCU8355878,1576,30596,21,SBA Global,Ocean,40HQ,No,Overland,No,1/8/2021,8:00 AM,1/8/2021,8:00 AM,N/A,1/8/2021,B,N/A,N/A,12:00 AM,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TGBU5729602,1839,32013,24,SBA Global,Transload,40HQ,No,SBA Global,No,1/8/2021,4:00 PM,1/8/2021,4:00 PM,N/A,1/11/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,0,23,2
OOLU9057600,266,3990,3,SBA Global,Transload,40HQ,No,SBA Global,No,1/8/2021,4:00 PM,1/8/2021,4:00 PM,N/A,1/11/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,23,2
TCNU6877625,2062,30930,1,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/11/2021,10:00 AM,1/11/2021,9:30 AM,N/A,1/11/2021,B,9:35 AM,9:50 AM,15,15,,N/A,N/A,N/A,N/A,0,26,0
CCLU7457367,1446,31743,21,SBA Global,Ocean,40HQ,Yes,Overland,No,1/11/2021,8:00 AM,1/11/2021,N/A,N/A,1/11/2021,B,8:15 AM,10:10 AM,115,115,,N/A,N/A,N/A,N/A,0,0,0
TRLU7355057,2203,34599,11,SBA Global,Ocean,40HQ,No,Overland,No,1/11/2021,8:00 AM,1/11/2021,N/A,N/A,1/11/2021,A,3:00 AM,4:40 AM,100,100,,N/A,N/A,N/A,N/A,0,0,0
TCNU6049596,2250,33750,1,SBA Global,Transload,40HQ,No,SBA Global,No,1/8/2021,4:00 PM,1/8/2021,N/A,N/A,1/12/2021,B,8:20 AM,9:45 AM,85,85,,N/A,N/A,N/A,N/A,0,N/A,0
OOCU7527530,2175,40490,6,SBA Global,Transload,40HQ,Mix,SBA Global,No,1/11/2021,4:00 PM,1/11/2021,N/A,N/A,1/12/2021,B,8:20 AM,9:30 AM,70,70,,N/A,N/A,N/A,N/A,0,N/A,0
OOLU9584788,901,26313,4,SBA Global,Ocean,40HQ,No,Overland,No,1/12/2021,10:30 AM,1/12/2021,N/A,N/A,1/12/2021,B,12:30 PM,1:25 PM,55,55,,N/A,N/A,N/A,N/A,0,N/A,0
CCLU7139031,1329,25728,4,SBA Global,Ocean,40HQ,No,Overland,No,1/12/2021,3:00 PM,1/12/2021,N/A,N/A,1/13/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,0,0,0
MSMU7790346,2245,34665,7,SBA Global,Ocean,40HQ,No,Overland,No,1/12/2021,4:00 PM,1/12/2021,N/A,N/A,1/13/2021,B,8:20 AM,10:10 AM,110,110,,N/A,N/A,N/A,N/A,2,0,0
TCLU4199244,2380,19810,4,SBA Global,Transload,40HQ,No,SBA Global,No,1/12/2021,4:00 PM,1/12/2021,N/A,N/A,1/13/2021,A,8:15 AM,10:30 AM,135,135,,N/A,N/A,N/A,N/A,0,0,0
TCNU7871724,2276,34140,1,Mainfreight,Ocean,40HQ,No,Overland,No,1/12/2021,4:00 PM,1/12/2021,N/A,N/A,1/13/2021,B,1:00 PM,3:30 PM,150,150,,N/A,N/A,N/A,N/A,0,0,0
APHU7293885,1800,27000,4,SBA Global,Transload,40HQ,No,SBA Global,No,1/13/2021,4:00 PM,1/13/2021,N/A,N/A,1/14/2021,A,8:20 AM,11:10 AM,170,170,,N/A,N/A,N/A,N/A,0,0,0
CAAU5838680,1829,34604,11,Mainfreight,Ocean,40HQ,Mix,Overland,No,1/14/2021,4:00 PM,1/14/2021,N/A,4,1/15/2021,B,8:20 AM,10:00 AM,100,100,4.5725,N/A,N/A,N/A,N/A,0,0,0
CAIU9158107,2006,34185,3,Mainfreight,Ocean,40HQ,No,Overland,No,1/15/2021,8:00 AM,1/15/2021,11:30 AM,4,1/15/2021,B,1:00 AM,2:30 AM,90,90,5.572222222,N/A,N/A,N/A,N/A,0,0,0
MSMU7792349,2276,34140,1,Mainfreight,Ocean,40HQ,No,Overland,No,1/14/2021,4:00 PM,1/14/2021,N/A,4,1/15/2021,B,10:20 AM,11:40 AM,80,80,7.1125,N/A,N/A,N/A,N/A,0,0,0
CMAU6388747,1930,22048,9,SBA Global,Transload,40HQ,No,SBA Global,No,1/14/2021,4:00 PM,1/14/2021,N/A,3,1/15/2021,A,12:00 PM,1:50 PM,110,110,5.848484848,N/A,N/A,N/A,N/A,0,30,5
KCMU1001874,1035,8280,1,SBA Global,Transload,40HQ,No,SBA Global,No,1/14/2021,4:00 PM,1/14/2021,N/A,3,1/15/2021,A,12:00 PM,1:50 PM,110,110,3.136363636,N/A,N/A,N/A,N/A,0,30,5
FCIU7564379,1061,15894,6,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/15/2021,8:00 AM,1/15/2021,N/A,2,1/15/2021,A,8:15 AM,8:25 AM,10,10,53.05,8:35 AM,9:55 AM,N/A,N/A,0,17,0
GESU6683594,2157,32355,5,SBA Global,Ocean,40HQ,No,Overland,No,1/16/2021,N/A,1/16/2021,N/A,3,1/18/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,0,0,0
OOLU8885792,2031,32466,17,SBA Global,Ocean,40HQ,No,Overland,No,1/16/2021,N/A,1/16/2021,N/A,3,1/18/2021,B,8:15 AM,10:00 AM,105,105,6.447619048,N/A,N/A,N/A,N/A,0,0,0
OOLU9771140,1022,37341,5,SBA Global,Ocean,40HQ,No,Overland,No,1/16/2021,N/A,1/16/2021,N/A,3,1/18/2021,B,1:20 PM,2:40 PM,80,80,4.258333333,N/A,N/A,N/A,N/A,0,0,0
OOLU6851427,1924,29214,9,SBA Global,Ocean,40HQ,No,Overland,No,1/18/2021,8:00 AM,1/18/2021,N/A,3,1/18/2021,B,1:20 PM,2:40 PM,80,80,8.016666667,N/A,N/A,N/A,N/A,0,0,0
BEAU4836763,1336,200010,4,SBA Global,Transload,40HQ,No,SBA Global,No,1/15/2021,4:00 PM,1/15/2021,N/A,3,1/18/2021,A,8:15 AM,8:40 AM,25,25,17.81333333,8:45 AM,10:30 AM,1:00 PM,2:00 PM,0,22,0
TCLU5552459,1177,24732,7,SBA Global,Transload,40HQ,No,SBA Global,No,1/15/2021,4:00 PM,1/15/2021,N/A,N/A,1/18/2021,B,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OOLU9078619,1568,25444,7,SBA Global,Transload,40HQ,No,SBA Global,No,1/18/2021,11:00 AM,1/18/2021,N/A,N/A,1/19/2021,A,9:30 AM,10:05 AM,35,35,,N/A,N/A,N/A,N/A,0,12,1
OOLU9968633,2071,30261,10,SBA Global,Transload,40HQ,No,SBA Global,No,1/18/2021,4:00 PM,1/18/2021,N/A,N/A,1/19/2021,A,8:20 AM,9:30 AM,70,70,,8:20 AM,9:30 AM,N/A,N/A,0,12,0
MSMU7097619,2788,42405,3,Mainfreight,Ocean,40HQ,No,Overland,No,1/19/2021,4:00 PM,1/19/2021,N/A,N/A,1/20/2021,A,11:40 AM,3:10 PM,210,210,,N/A,N/A,N/A,N/A,0,0,0
CAAU5847492,2507,36354,3,Mainfreight,Ocean,40HQ,No,Overland,No,1/19/2021,4:00 PM,1/19/2021,N/A,N/A,1/20/2021,B,11:45 AM,2:00 PM,135,135,,N/A,N/A,N/A,N/A,0,0,0
OOLU8484763,769,38790,19,SBA Global,Ocean,40HQ,Yes,Overland,No,1/19/2021,4:00 PM,1/19/2021,N/A,N/A,1/20/2021,B,8:20 AM,10:10 AM,110,110,,N/A,N/A,N/A,N/A,0,0,0
YMMU6069866,1268,19618,5,SBA Global,Transload,40HQ,No,SBA Global,No,1/19/2021,4:00 PM,1/19/2021,N/A,N/A,1/20/2021,B,8:30 AM,9:30 AM,60,60,,9:30 AM,10:20 AM,N/A,N/A,0,16,0
FSCU8022920,1507,29298,10,Mainfreight,Ocean,40HQ,No,Overland,No,1/20/2021,8:00 AM,1/20/2021,N/A,4,1/21/2021,A,8:10 AM,9:45 AM,95,95,3.965789474,N/A,N/A,N/A,N/A,0,0,0
MEDU7891630,2329,34935,5,Mainfreight,Ocean,40HQ,No,Overland,No,1/20/2021,8:00 AM,1/20/2021,N/A,4,1/21/2021,A,8:10 AM,10:05 AM,115,115,5.063043478,N/A,N/A,N/A,N/A,0,0,0
TCLU4349832,1931,22861,3,SBA Global,Transload,40HQ,No,SBA Global,Yes,1/21/2021,12:00 PM,1/21/2021,12:00 PM,4,1/21/2021,A,11:00 AM,11:30 AM,30,30,16.09166667,N/A,N/A,N/A,N/A,0,23,3
CBHU8836175,2091,32827,6,SBA Global,Ocean,40HQ,No,Overland,No,1/21/2021,4:00 PM,1/21/2021,4:00 PM,3,1/22/2021,A,9:45 AM,10:55 AM,70,70,9.957142857,N/A,N/A,N/A,N/A,0,0,0
CSNU7318159,1024,24010,2,SBA Global,Ocean,40HQ,No,Overland,No,1/21/2021,4:00 PM,1/21/2021,4:00 PM,3,1/22/2021,B,10:00 AM,11:20 AM,80,80,4.266666667,N/A,N/A,10:00 AM,11:20 AM,0,0,0
OOLU9304167,537,46490,3,SBA Global,Ocean,40HQ,Yes,Overland,No,1/21/2021,4:00 PM,1/21/2021,4:00 PM,3,1/22/2021,B,8:15 AM,9:00 AM,45,45,3.977777778,N/A,N/A,8:25 AM,10:00 AM,0,0,0
OOLU9333329,866,27585,3,SBA Global,Ocean,40HQ,No,Overland,No,1/21/2021,4:00 PM,1/21/2021,4:00 PM,3,1/22/2021,B,8:15 AM,9:15 AM,60,60,4.811111111,N/A,N/A,8:15 AM,9:30 AM,0,0,0
OOLU7656045,1615,19380,1,SBA Global,Ocean,40HQ,No,Overland,No,1/22/2021,3:00 PM,1/22/2021,3:00 PM,4,1/25/2021,B,8:15 AM,9:20 AM,65,65,6.211538462,N/A,N/A,N/A,N/A,0,0,0
CCLU4628168,1615,19380,1,SBA Global,Ocean,40HQ,No,Overland,No,1/22/2021,3:00 PM,1/22/2021,3:00 PM,3,1/25/2021,B,2:20 AM,3:15 AM,55,55,9.787878788,N/A,N/A,N/A,N/A,0,0,0
FBLU0244463,1809,27135,8,SBA Global,Transload,40HQ,No,Overland,No,1/22/2021,4:00 PM,1/22/2021,4:00 PM,N/A,1/25/2021,A,8:10 AM,8:55 AM,45,45,,8:15 AM,9:35 AM,N/A,N/A,0,30,2
BMOU4257175,1969,24278,13,SBA Global,Ocean,40HQ,No,SBA Global,No,1/23/2021,N/A,1/23/2021,N/A,4,1/25/2021,A,8:20 AM,10:25 AM,125,125,3.938,N/A,N/A,N/A,N/A,0,0,0
TGBU5842990,2752,25187,5,SBA Global,Ocean,40HQ,No,SBA Global,No,1/25/2021,4:00 PM,1/25/2021,4:00 PM,4,1/26/2021,A,11:00 AM,12:40 PM,100,100,6.88,N/A,N/A,N/A,N/A,1,0,0
YMMU6220822,2140,17120,3,SBA Global,Ocean,40HQ,No,SBA Global,No,1/25/2021,4:00 PM,1/25/2021,4:00 PM,4,1/26/2021,A,8:20 AM,10:00 AM,100,100,5.35,N/A,N/A,N/A,N/A,0,0,0
HASU4123910,2012,31457,14,Mainfreight,Ocean,40HQ,No,Overland,No,1/27/2021,9:00 AM,1/27/2021,10:20 AM,3,1/27/2021,A,10:30 AM,12:40 PM,130,130,5.158974359,N/A,N/A,11:00 AM,12:50 PM,0,0,0
CAIU6306880,1142,16955,20,SBA Global,Ocean,40HQ,Mix ,SBA Global,Yes,1/27/2021,2:00 PM,1/27/2021,3:35 PM,6,1/27/2021,A,3:45 PM,3:50 PM,5,5,38.06666667,8:30 AM,9:20 AM,N/A,N/A,0,12,0
CSLU6307825,1494,29088,11,SBA Global,Ocean,40HQ,No,Overland,No,1/27/2021,4:00 PM,1/27/2021,4:00 PM,4,1/28/2021,A,8:10 AM,9:05 AM,55,55,6.790909091,N/A,N/A,8:10 AM,9:05 AM,0,0,0
CBHU9011862,1786,23460,8,SBA Global,Ocean,40HQ,No,Overland,No,1/27/2021,4:00 PM,1/27/2021,4:00 PM,5,1/28/2021,B,9:50 AM,11:10 AM,80,80,4.465,N/A,N/A,11:00 AM,11:45 AM,0,0,0
CAAU6083418,2276,34140,1,Mainfreight,Ocean,40HQ,No,Overland,No,1/27/2021,4:00 PM,1/27/2021,4:00 PM,4,1/28/2021,B,11:40 AM,1:00 PM,80,80,7.1125,N/A,N/A,11:45 AM,1:00 PM,0,0,0
CMAU8105070,1029,15430,7,SBA Global,Transload,40HQ,No,SBA Global,No,1/28/2021,3:30 PM,1/28/2021,3:30 PM,5,1/29/2021,A,3:20 PM,3:40 PM,20,20,10.29,8:15 AM,8:40 AM,N/A,N/A,0,0,0
CSNU6034190,2169,32130,5,SBA Global,Ocean,40HQ,No,Overland,No,1/29/2021,4:00 PM,1/29/2021,4:00 PM,4,2/1/2021,B,10:40 AM,12:00 PM,80,80,6.778125,N/A,N/A,10:50 AM,12:05 PM,0,0,0
TLLU4895678,1610,33719,9,SBA Global,Ocean,40HQ,Mix,Overland,No,1/29/2021,4:00 PM,1/29/2021,4:00 PM,4,2/1/2021,B,8:15 AM,9:20 AM,65,65,6.192307692,N/A,N/A,8:20 AM,9:40 AM,0,0,0
CBHU7022765,702,23382,2,SBA Global,Ocean,40HQ,Mix,Overland,No,1/29/2021,4:00 PM,1/29/2021,4:00 PM,4,2/1/2021,B,9:25 AM,10:00 AM,35,35,5.014285714,N/A,N/A,9:40 AM,10:30 AM,0,0,0
TCNU7952180,1578,29373,6,Mainfreight,Ocean,40HQ,No,Mainfreight,No,2/2/2021,10:00 AM,2/2/2021,12:00 PM,4,2/2/2021,B,12:45 PM,2:30 PM,105,105,3.757142857,N/A,N/A,12:45 PM,2:30 PM,0,0,0
FFAU2400945,1140,42619,6,SBA Global,Ocean,40HQ,Mix,Overland,No,2/2/2021,1:00 PM,2/2/2021,12:30 PM,4,2/2/2021,B,12:55 PM,2:30 PM,95,95,3,N/A,N/A,12:55 PM,3:15 PM,0,0,0
SEGU1726804,530,7950,1,SBA Global,Transload,40HQ,No,SBA Global,Yes,2/2/2021,10:00 AM,2/2/2021,9:20 AM,4,2/2/2021,A,9:30 AM,9:35 AM,5,5,26.5,9:40 AM,10:00 AM,N/A,N/A,0,9,1
CCLU7910576,1986,32000,15,SBA Global,Ocean,40HQ,No,Overland,No,2/2/2021,4:00 PM,2/2/2021,4:00 PM,4,2/3/2021,A,8:20 AM,10:25 AM,125,125,3.972,N/A,N/A,8:20 AM,10:40 AM,0,0,0
OOCU8156074,1449,22740,4,SBA Global,Ocean,40HQ,No,Overland,No,2/2/2021,4:00 PM,2/2/2021,4:00 PM,4,2/3/2021,B,1:30 PM,3:00 PM,90,90,4.025,N/A,N/A,1:30 PM,3:00 PM,0,0,0
OOCU8479380,1355,25235,9,SBA Global,Ocean,40HQ,No,Overland,No,2/2/2021,4:00 PM,2/2/2021,4:00 PM,3,2/3/2021,A,10:55 AM,12:15 PM,80,80,5.645833333,N/A,N/A,11:35 AM,12:45 PM,0,0,0
TCNU2474318,1557,23345,7,SBA Global,Ocean,40HQ,No,SBA Global,No,2/2/2021,4:00 PM,2/2/2021,4:00 PM,3,2/3/2021,A,8:45 AM,10:00 AM,75,75,6.92,N/A,N/A,8:45 AM,10:00 AM,0,0,0
OOCU7407730,446,35680,5,SBA Global,Ocean,40HQ,Yes,Overland,No,2/4/2021,4:00 PM,2/4/2021,4:00 PM,2,2/4/2021,B,3:50 PM,4:20 PM,30,30,7.433333333,N/A,N/A,3:50 PM,5:20 PM,0,0,0
BMOU5230800,908,27732,9,SBA Global,Ocean,40HQ,No,Overland,No,2/4/2021,4:00 PM,2/4/2021,4:00 PM,3,2/5/2021,B,8:15 AM,9:30 AM,75,75,4.035555556,N/A,N/A,N/A,N/A,0,0,0
OOCU7938675,1638,32912,8,SBA Global,Ocean,40HQ,Mix,Overland,No,2/4/2021,4:00 PM,2/4/2021,4:00 PM,3,2/5/2021,B,10:00 AM,11:30 AM,90,90,6.066666667,N/A,N/A,N/A,N/A,0,0,0
SEKU4017448,430,34400,1,SBA Global,Ocean,40HQ,Yes,Overland,No,2/4/2021,4:00 PM,2/4/2021,4:00 PM,2,2/4/2021,B,4:00 PM,4:35 PM,35,35,6.142857143,N/A,N/A,3:50 PM,5:20 PM,0,0,0
OOLU9730183,2158,31470,4,SBA Global,Ocean,40HQ,No,Overland,No,2/5/2021,8:00 AM,2/5/2021,8:00 AM,4,2/5/2021,A,8:25 AM,9:35 AM,70,70,7.707142857,N/A,N/A,8:25 AM,9:35 AM,0,0,0
OOLU8501011,2210,33150,9,SBA Global,Ocean,40HQ,No,Overland,No,2/5/2021,8:00 AM,2/5/2021,8:00 AM,4,2/5/2021,A,9:50 AM,11:00 AM,70,70,7.892857143,N/A,N/A,10:00 AM,11:40 AM,0,0,0
CSLU6028440,1782,36139,18,SBA Global,Ocean,40HQ,Mix,Overland,No,2/8/2021,8:00 AM,2/8/2021,8:00 AM,4,2/8/2021,A,10:20 AM,11:45 AM,85,85,5.241176471,N/A,N/A,10:20 AM,12:20 PM,0,0,0
FBLU0247708,1185,17735,5,SBA Global,Transload,40HQ,No,SBA Global,Yes,2/8/2021,1:00 PM,2/8/2021,1:00 PM,4,2/8/2021,A,12:45 PM,12:55 PM,10,10,29.625,1:05 PM,1:55 PM,N/A,N/A,0,19,3
OOCU0222436,2400,36000,2,SBA Global,Transload,40HQ,No,SBA Global,No,2/8/2021,4:00 PM,2/8/2021,4:00 PM,4,2/9/2021,A,8:10 AM,9:00 AM,50,50,12,8:40 AM,9:40 AM,N/A,N/A,0,27,0
CSNU6732354,1391,27364,9,SBA Global,Ocean,40HQ,No,Overland,No,2/9/2021,2:00 AM,2/9/2021,2:00 AM,4,2/9/2021,B,2:05 PM,3:45 PM,100,100,3.4775,N/A,N/A,N/A,N/A,0,0,0
TCNU2588840,1229,24827,5,SBA Global,Ocean,40HQ,No,Overland,No,2/9/2021,8:00 AM,2/9/2021,8:00 AM,4,2/9/2021,B,10:10 AM,11:25 AM,75,75,4.096666667,N/A,N/A,N/A,N/A,0,0,0
OOLU8385328,590,34881,17,SBA Global,Ocean,40HQ,Mix,Overland,No,2/10/2021,8:00 AM,2/10/2021,8:00 AM,3,2/10/2021,B,8:30 AM,9:20 AM,50,50,3.933333333,N/A,N/A,8:30 AM,10:15 AM,0,0,0
OOCU6498720,1715,30902,9,SBA Global,Ocean,40HQ,No,Overland,No,2/10/2021,8:00 AM,2/10/2021,8:00 AM,3,2/10/2021,B,10:20 AM,12:00 PM,100,100,5.716666667,N/A,N/A,11:15 AM,12:55 PM,0,0,0
TCNU5009644,724,40000,3,SBA Global,Ocean,40HQ,Mix ,Overland,No,2/9/2021,5:30 PM,2/9/2021,5:30 PM,3,2/10/2021,B,8:25 AM,9:10 AM,45,45,5.362962963,N/A,N/A,8:25 AM,9:20 AM,0,0,0
